Experiment,Id,Run,Qubits,Layers,Layer,Spin,Phase,FlagPattern,OnesCount,CorrelatedPairs,V,alpha,delta,Vn,alphaN,deltaN 
Wormholes,53,94,15,1,1,False,1.75,.XXXXXXXXX.XX..,11,10,11,7.5,3.5,0.7333333333333333,0.5,0.23333333333333334
Wormholes,53,95,15,1,1,False,1.75,.X.X..XXXXXX.X.,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,53,96,15,1,1,False,1.75,XX.X.XX.XX..XXX,10,6,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,53,97,15,1,1,False,1.75,XX.....XXXXX...,7,11,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,53,98,15,1,1,False,1.75,X.X.X...X..XX..,6,5,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,53,99,15,1,1,False,1.75,XX..X...XXX.X..,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,53,100,15,1,1,False,1.75,.X..XX.X..XXXX.,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,1,15,1,1,False,2,.X.XXXX....XX.X,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,2,15,1,1,False,2,..XXX.X..XXXX.X,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,3,15,1,1,False,2,X..X....X..X.XX,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,4,15,1,1,False,2,.X.XXX.X..X....,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,5,15,1,1,False,2,.XX.XX..XX..X.X,8,5,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,6,15,1,1,False,2,XX.X.X.....XX..,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,7,15,1,1,False,2,XX...XXXXXXX.X.,10,9,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,54,8,15,1,1,False,2,X.XXX.X..XXX..X,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,9,15,1,1,False,2,.XXX.X..XXXXXXX,11,9,11,7.5,3.5,0.7333333333333333,0.5,0.23333333333333334
Wormholes,54,10,15,1,1,False,2,.X.X...X...XXX.,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,11,15,1,1,False,2,.XXXXXXX.....X.,8,10,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,12,15,1,1,False,2,..X....XXXX..X.,6,8,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,13,15,1,1,False,2,.X......X.X..XX,5,7,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,54,14,15,1,1,False,2,.XX..XX.X.X.X.X,8,3,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,15,15,1,1,False,2,..X..XX...XXX..,6,8,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,16,15,1,1,False,2,.X...X.XXX..X..,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,17,15,1,1,False,2,XX..X....XXXXX.,8,9,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,18,15,1,1,False,2,.XXX..XXX...XXX,9,9,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,19,15,1,1,False,2,XX.XXXX..XXX...,9,9,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,20,15,1,1,False,2,X.XXX...XX.XX..,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,21,15,1,1,False,2,..X.X...X.X.XXX,7,5,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,22,15,1,1,False,2,.....X.X.X.X.XX,6,5,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,23,15,1,1,False,2,X.X.....X....XX,5,8,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,54,24,15,1,1,False,2,X.X.X.X.XX..X..,7,3,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,25,15,1,1,False,2,.XX.XX....XX.XX,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,26,15,1,1,False,2,XXXX...XXXX....,8,11,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,27,15,1,1,False,2,X.XX.XXX...XXX.,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,28,15,1,1,False,2,XXX....X...X.XX,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,29,15,1,1,False,2,...XX..XXXX..XX,8,9,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,30,15,1,1,False,2,..X.XX..XX.....,5,8,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,54,31,15,1,1,False,2,X.....XXXXXX.XX,9,10,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,32,15,1,1,False,2,XX..XX....X.XX.,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,33,15,1,1,False,2,.XXX.X.XX.X...X,8,5,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,34,15,1,1,False,2,XX.X.X...XXXXX.,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,35,15,1,1,False,2,XX.X.XX...X.XXX,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,36,15,1,1,False,2,X...XX..XX...XX,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,37,15,1,1,False,2,.X.X.....X.X.XX,6,5,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,38,15,1,1,False,2,..X.XX.XXX..XXX,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,39,15,1,1,False,2,.XX..X..XX.XX.X,8,5,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,40,15,1,1,False,2,.XXX.XXX..XXXX.,10,8,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,54,41,15,1,1,False,2,X.XX...X.XXX.X.,8,5,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,42,15,1,1,False,2,XXXX.....XX..X.,7,9,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,43,15,1,1,False,2,XX......X..XXXX,7,10,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,44,15,1,1,False,2,XXXX.XXX.......,7,11,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,45,15,1,1,False,2,.X...X.XXX.XXXX,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,46,15,1,1,False,2,XX.X...XXXX.XX.,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,47,15,1,1,False,2,X.X.X..X....XXX,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,48,15,1,1,False,2,XXX.....X..XXXX,8,10,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,49,15,1,1,False,2,XX...X.XX.....X,6,8,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,50,15,1,1,False,2,.X...X.XXX.X.X.,7,4,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,51,15,1,1,False,2,.XX.X..X.XXX.XX,9,5,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,52,15,1,1,False,2,X..X...XXXX.X.X,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,53,15,1,1,False,2,X...XX.XXX.XXXX,10,8,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,54,54,15,1,1,False,2,......X.XX.XX.X,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,55,15,1,1,False,2,X..X...XXXX....,6,9,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,56,15,1,1,False,2,.XXXXXX...X..X.,8,8,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,57,15,1,1,False,2,.XX.....XXXX.X.,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,58,15,1,1,False,2,.X.X.XX..XX..X.,7,4,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,59,15,1,1,False,2,XXX..X.XX....XX,8,8,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,60,15,1,1,False,2,.XX..XXXX.X....,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,61,15,1,1,False,2,.X.XXXX..X..XXX,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,62,15,1,1,False,2,X..X.XXX..X.XXX,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,63,15,1,1,False,2,X..XX..XXX....X,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,64,15,1,1,False,2,XXX..XX.X.XXX..,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,65,15,1,1,False,2,XX.XX.XXX..X.XX,10,6,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,54,66,15,1,1,False,2,X.....XXX.X.XXX,8,8,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,67,15,1,1,False,2,.X.XXX......XX.,6,8,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,68,15,1,1,False,2,.X.X..X....XX.X,6,5,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,69,15,1,1,False,2,...X..XXX..XXX.,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,70,15,1,1,False,2,XX.XXXX.....XXX,9,10,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,71,15,1,1,False,2,X.XXX.X.XX.X.X.,9,3,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,72,15,1,1,False,2,XX.X.X.X..XX...,7,5,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,73,15,1,1,False,2,.XXX..X.X.X..X.,7,4,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,74,15,1,1,False,2,X.X.X..XX.XX.X.,8,3,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,75,15,1,1,False,2,...XXXXX..X....,6,10,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,76,15,1,1,False,2,XXX.X.XX.XX..XX,10,6,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,54,77,15,1,1,False,2,X..X.XXXX..XX..,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,78,15,1,1,False,2,..XX..XXX.XXX..,8,8,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,79,15,1,1,False,2,XXXX.XX.XX..X..,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,80,15,1,1,False,2,..X.XX..XXX.XXX,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,81,15,1,1,False,2,.X...XXXXXX.X.X,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,82,15,1,1,False,2,..X.X.XXX...XX.,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,83,15,1,1,False,2,.X..XXX.X.X.XXX,9,5,9,7.5,1.5,0.6,0.5,0.1
Wormholes,54,84,15,1,1,False,2,XX.XX.....XX...,6,9,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,85,15,1,1,False,2,.XXX.XXXXX...XX,10,9,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,54,86,15,1,1,False,2,XX.X..X.X....X.,6,5,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,87,15,1,1,False,2,.X.XXX.XX.....X,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,88,15,1,1,False,2,...XX.X...X.XX.,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,89,15,1,1,False,2,....XX..X...XXX,6,9,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,90,15,1,1,False,2,.X.XXX..XX.X...,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,91,15,1,1,False,2,..X.XX.X.X...X.,6,4,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,54,92,15,1,1,False,2,XXXX....XXX.X..,8,9,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,93,15,1,1,False,2,.X...X...X.X..X,5,5,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,54,94,15,1,1,False,2,.XXXXXX.X......,7,10,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,95,15,1,1,False,2,.X.XX.X..X.X.XX,8,3,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,96,15,1,1,False,2,X...X..X.X.XX.X,7,4,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,54,97,15,1,1,False,2,.....X.XX..X...,4,8,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,54,98,15,1,1,False,2,.XX..X..XXX.XX.,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,54,99,15,1,1,False,2,XX.XX.XXXXX.X.X,11,6,11,7.5,3.5,0.7333333333333333,0.5,0.23333333333333334
Wormholes,54,100,15,1,1,False,2,.X.X.XX...X.XXX,8,5,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,55,1,20,1,1,True,0,XX.XXXXX.......X.X.X,10,11,10,10,0,0.5,0.5,0
Wormholes,55,2,20,1,1,True,0,.XX...XXXXX.XX.XX.X.,12,9,12,10,2,0.6,0.5,0.1
Wormholes,55,3,20,1,1,True,0,.X.X.XXXX.XXX.....X.,10,9,10,10,0,0.5,0.5,0
Wormholes,55,4,20,1,1,True,0,X.XX....X.XX.XX....X,9,9,9,10,-1,0.45,0.5,-0.05
Wormholes,55,5,20,1,1,True,0,.X..X.X.....XX.X...X,7,8,7,10,-3,0.35,0.5,-0.15
Wormholes,55,6,20,1,1,True,0,....XXXXXXXX...X....,9,15,9,10,-1,0.45,0.5,-0.05
Wormholes,55,7,20,1,1,True,0,.XXXXX.XX.....XX..XX,11,12,11,10,1,0.55,0.5,0.05
Wormholes,55,8,20,1,1,True,0,..X......X...X.X.X.X,6,8,6,10,-4,0.3,0.5,-0.2
Wormholes,55,9,20,1,1,True,0,..XXXXXX.X...X...XX.,10,11,10,10,0,0.5,0.5,0
Wormholes,55,10,20,1,1,True,0,XXXXXXX...X....XXX..,11,14,11,10,1,0.55,0.5,0.05
Wormholes,55,11,20,1,1,True,0,XXXXXX....X.XX.X..XX,12,11,12,10,2,0.6,0.5,0.1
Wormholes,55,12,20,1,1,True,0,..X..XXXXX.XX.XXXXX.,13,11,13,10,3,0.65,0.5,0.15
Wormholes,55,13,20,1,1,True,0,..X.....XX.XXX..X.X.,8,9,8,10,-2,0.4,0.5,-0.1
Wormholes,55,14,20,1,1,True,0,XXXX......XXXX.X.X..,10,12,10,10,0,0.5,0.5,0
Wormholes,55,15,20,1,1,True,0,XX...X.X.XXX.XXX....,10,10,10,10,0,0.5,0.5,0
Wormholes,55,16,20,1,1,True,0,X..XX...X.XX......XX,8,11,8,10,-2,0.4,0.5,-0.1
Wormholes,55,17,20,1,1,True,0,.X...X..X.XX.....XX.,7,9,7,10,-3,0.35,0.5,-0.15
Wormholes,55,18,20,1,1,True,0,X.XXXX.X..X.X....XXX,11,9,11,10,1,0.55,0.5,0.05
Wormholes,55,19,20,1,1,True,0,X..X.XXXXXX.XXX.X.XX,14,9,14,10,4,0.7,0.5,0.2
Wormholes,55,20,20,1,1,True,0,X......X.X.XX..XXX..,8,10,8,10,-2,0.4,0.5,-0.1
Wormholes,55,21,20,1,1,True,0,XXXXX.X......XXXXXXX,13,15,13,10,3,0.65,0.5,0.15
Wormholes,55,22,20,1,1,True,0,...X..XX.X.XX.X..X.X,9,6,9,10,-1,0.45,0.5,-0.05
Wormholes,55,23,20,1,1,True,0,X..X.XXXXX..X...XX..,10,10,10,10,0,0.5,0.5,0
Wormholes,55,24,20,1,1,True,0,X................X..,2,16,2,10,-8,0.1,0.5,-0.4
Wormholes,55,25,20,1,1,True,0,.XX..X.XXXXX..XX.X.X,12,8,12,10,2,0.6,0.5,0.1
Wormholes,55,26,20,1,1,True,0,..XX.XX.XX.XXXX.XXX.,13,9,13,10,3,0.65,0.5,0.15
Wormholes,55,27,20,1,1,True,0,.XX.X.X.XX...X.XX...,9,7,9,10,-1,0.45,0.5,-0.05
Wormholes,55,28,20,1,1,True,0,X..XXXX..XXXXX.....X,11,13,11,10,1,0.55,0.5,0.05
Wormholes,55,29,20,1,1,True,0,XX...XXXXX.XX.X.XXXX,14,11,14,10,4,0.7,0.5,0.2
Wormholes,55,30,20,1,1,True,0,XX..XX..XXX..XX..XXX,12,11,12,10,2,0.6,0.5,0.1
Wormholes,55,31,20,1,1,True,0,X.XX.XXX..X.X..X...X,10,7,10,10,0,0.5,0.5,0
Wormholes,55,32,20,1,1,True,0,.X.X.X.X..X.X......X,7,6,7,10,-3,0.35,0.5,-0.15
Wormholes,55,33,20,1,1,True,0,..XX..X.X..X.X..X...,7,7,7,10,-3,0.35,0.5,-0.15
Wormholes,55,34,20,1,1,True,0,......XX...X.XXXXXX.,9,13,9,10,-1,0.45,0.5,-0.05
Wormholes,55,35,20,1,1,True,0,X.X...X...XX.X.X...X,8,7,8,10,-2,0.4,0.5,-0.1
Wormholes,55,36,20,1,1,True,0,..X.X.XX.....XX.X...,7,9,7,10,-3,0.35,0.5,-0.15
Wormholes,55,37,20,1,1,True,0,..XX..X.XX.......XX.,7,11,7,10,-3,0.35,0.5,-0.15
Wormholes,55,38,20,1,1,True,0,.X.X.XX..X.XX..XX.XX,11,6,11,10,1,0.55,0.5,0.05
Wormholes,55,39,20,1,1,True,0,.XXX.XXX....X..XXX.X,11,10,11,10,1,0.55,0.5,0.05
Wormholes,55,40,20,1,1,True,0,X.XX....X...X.X.X..X,8,7,8,10,-2,0.4,0.5,-0.1
Wormholes,55,41,20,1,1,True,0,XX.XX..X.X.X.XXXX...,11,8,11,10,1,0.55,0.5,0.05
Wormholes,55,42,20,1,1,True,0,.X..X..XX.XXXX....XX,10,10,10,10,0,0.5,0.5,0
Wormholes,55,43,20,1,1,True,0,...X....XX....XX.X.X,7,10,7,10,-3,0.35,0.5,-0.15
Wormholes,55,44,20,1,1,True,0,.XX..X.XXX.XXXX.XX..,12,9,12,10,2,0.6,0.5,0.1
Wormholes,55,45,20,1,1,True,0,XX....X..XXX...X.X..,8,10,8,10,-2,0.4,0.5,-0.1
Wormholes,55,46,20,1,1,True,0,X.......XX.XX.X.XX..,8,10,8,10,-2,0.4,0.5,-0.1
Wormholes,55,47,20,1,1,True,0,X..X....XX..X..XXXX.,9,10,9,10,-1,0.45,0.5,-0.05
Wormholes,55,48,20,1,1,True,0,XX.XXXX.X.....X.....,8,12,8,10,-2,0.4,0.5,-0.1
Wormholes,55,49,20,1,1,True,0,..X..X.X...X.XXXX.X.,9,7,9,10,-1,0.45,0.5,-0.05
Wormholes,55,50,20,1,1,True,0,.XXXX...X.XXX..X..XX,11,10,11,10,1,0.55,0.5,0.05
Wormholes,55,51,20,1,1,True,0,XX.X..X..XXX..X.X...,9,8,9,10,-1,0.45,0.5,-0.05
Wormholes,55,52,20,1,1,True,0,.XXX.....XXX.X..X.XX,10,10,10,10,0,0.5,0.5,0
Wormholes,55,53,20,1,1,True,0,.X.X.X....X..XX.....,6,9,6,10,-4,0.3,0.5,-0.2
Wormholes,55,54,20,1,1,True,0,X.XX..X...X.X..XXX..,9,8,9,10,-1,0.45,0.5,-0.05
Wormholes,55,55,20,1,1,True,0,.X.XX....XXX.XX.XXX.,11,9,11,10,1,0.55,0.5,0.05
Wormholes,55,56,20,1,1,True,0,..X.X...X.XX..XX...X,8,8,8,10,-2,0.4,0.5,-0.1
Wormholes,55,57,20,1,1,True,0,XX.X.X..X.X..XXX....,9,8,9,10,-1,0.45,0.5,-0.05
Wormholes,55,58,20,1,1,True,0,.XXX...X.XXXX.X...X.,10,9,10,10,0,0.5,0.5,0
Wormholes,55,59,20,1,1,True,0,..XXXX.XX....XXXX...,10,13,10,10,0,0.5,0.5,0
Wormholes,55,60,20,1,1,True,0,XXXX.XXX.XXX.X.XXX.X,15,9,15,10,5,0.75,0.5,0.25
Wormholes,55,61,20,1,1,True,0,XXX.X.XX.XX..XXX.X..,12,8,12,10,2,0.6,0.5,0.1
Wormholes,55,62,20,1,1,True,0,X..XX.X.X...X.XXX.X.,10,6,10,10,0,0.5,0.5,0
Wormholes,55,63,20,1,1,True,0,.XX.X.X..XXXX.XX.XX.,12,7,12,10,2,0.6,0.5,0.1
Wormholes,55,64,20,1,1,True,0,X....X.XX...X.X.XX..,8,8,8,10,-2,0.4,0.5,-0.1
Wormholes,55,65,20,1,1,True,0,..XXX...XX.X..XXXX..,10,11,10,10,0,0.5,0.5,0
Wormholes,55,66,20,1,1,True,0,.XXXX.XXX.XXXXXX.XX.,15,11,15,10,5,0.75,0.5,0.25
Wormholes,55,67,20,1,1,True,0,...X.XXXX....X..XX.X,9,10,9,10,-1,0.45,0.5,-0.05
Wormholes,55,68,20,1,1,True,0,X..X....XX.XX....X.X,8,9,8,10,-2,0.4,0.5,-0.1
Wormholes,55,69,20,1,1,True,0,X.XX...X.X.XX......X,8,9,8,10,-2,0.4,0.5,-0.1
Wormholes,55,70,20,1,1,True,0,...X.X.X.X.X.XXX....,8,7,8,10,-2,0.4,0.5,-0.1
Wormholes,55,71,20,1,1,True,0,XX.XX.X.X.X.X...XXX.,11,6,11,10,1,0.55,0.5,0.05
Wormholes,55,72,20,1,1,True,0,XX.X...X.X.XX..X.X..,9,6,9,10,-1,0.45,0.5,-0.05
Wormholes,55,73,20,1,1,True,0,..XX...X..X..X..X..X,7,8,7,10,-3,0.35,0.5,-0.15
Wormholes,55,74,20,1,1,True,0,.XXXX.XX.X...XXXX.XX,13,10,13,10,3,0.65,0.5,0.15
Wormholes,55,75,20,1,1,True,0,.X.XXXXXX.XXXXXX..XX,15,12,15,10,5,0.75,0.5,0.25
Wormholes,55,76,20,1,1,True,0,..XX....X.XX..X.XX.X,9,8,9,10,-1,0.45,0.5,-0.05
Wormholes,55,77,20,1,1,True,0,.X.X.X.......XX.XXX.,8,9,8,10,-2,0.4,0.5,-0.1
Wormholes,55,78,20,1,1,True,0,XX.X..X..XX.X.XX...X,10,7,10,10,0,0.5,0.5,0
Wormholes,55,79,20,1,1,True,0,......X.....XX.XX.X.,6,11,6,10,-4,0.3,0.5,-0.2
Wormholes,55,80,20,1,1,True,0,XXXX.X....XXX...XX.X,11,11,11,10,1,0.55,0.5,0.05
Wormholes,55,81,20,1,1,True,0,...XXX...X.X.XX.XX..,9,9,9,10,-1,0.45,0.5,-0.05
Wormholes,55,82,20,1,1,True,0,XX.X.X.X.XX.XX.X...X,11,5,11,10,1,0.55,0.5,0.05
Wormholes,55,83,20,1,1,True,0,.X..X.XX.XXX..XX.XXX,12,8,12,10,2,0.6,0.5,0.1
Wormholes,55,84,20,1,1,True,0,XX...X.XX......XXX..,8,12,8,10,-2,0.4,0.5,-0.1
Wormholes,55,85,20,1,1,True,0,X...XX.XX...XX..X.XX,10,9,10,10,0,0.5,0.5,0
Wormholes,55,86,20,1,1,True,0,.X..XXX..X.XX..XXX..,10,9,10,10,0,0.5,0.5,0
Wormholes,55,87,20,1,1,True,0,...XX.X......XX..XXX,8,12,8,10,-2,0.4,0.5,-0.1
Wormholes,55,88,20,1,1,True,0,X..XX.XX.XX.X.X.XX.X,12,5,12,10,2,0.6,0.5,0.1
Wormholes,55,89,20,1,1,True,0,XXXXXX.XXX..X.....X.,11,12,11,10,1,0.55,0.5,0.05
Wormholes,55,90,20,1,1,True,0,.XX.XX.XXX.XXXX.XXXX,15,10,15,10,5,0.75,0.5,0.25
Wormholes,55,91,20,1,1,True,0,XXXXXX...X..X...XXXX,12,13,12,10,2,0.6,0.5,0.1
Wormholes,55,92,20,1,1,True,0,X.XX.X.XX...XX...X..,9,8,9,10,-1,0.45,0.5,-0.05
Wormholes,55,93,20,1,1,True,0,.XX.X....X.XXX.....X,8,10,8,10,-2,0.4,0.5,-0.1
Wormholes,55,94,20,1,1,True,0,XX.X.XXX.X...X..XX..,10,8,10,10,0,0.5,0.5,0
Wormholes,55,95,20,1,1,True,0,XXX.X.X.X.X.X.XXXXXX,14,7,14,10,4,0.7,0.5,0.2
Wormholes,55,96,20,1,1,True,0,X...XX.....XX....XX.,7,12,7,10,-3,0.35,0.5,-0.15
Wormholes,55,97,20,1,1,True,0,....X.XXX.X.XX...XX.,9,9,9,10,-1,0.45,0.5,-0.05
Wormholes,55,98,20,1,1,True,0,.XX..X.X.XXX.XXXX...,11,9,11,10,1,0.55,0.5,0.05
Wormholes,55,99,20,1,1,True,0,.XXXXXX.X...X.XXX..X,12,10,12,10,2,0.6,0.5,0.1
Wormholes,55,100,20,1,1,True,0,X.X.X..X..XX.XXXX.XX,12,7,12,10,2,0.6,0.5,0.1
Wormholes,56,1,20,1,1,True,0.25,XXX...XXX..XXXXXXX.X,14,13,14,10,4,0.7,0.5,0.2
Wormholes,56,2,20,1,1,True,0.25,XX.......X.XX.X.XX..,8,10,8,10,-2,0.4,0.5,-0.1
Wormholes,56,3,20,1,1,True,0.25,...X....X.X.X.X..X.X,7,6,7,10,-3,0.35,0.5,-0.15
Wormholes,56,4,20,1,1,True,0.25,..XX.X.XX.XXX......X,9,10,9,10,-1,0.45,0.5,-0.05
Wormholes,56,5,20,1,1,True,0.25,....XX.XX..X.X.XXXX.,10,9,10,10,0,0.5,0.5,0
Wormholes,56,6,20,1,1,True,0.25,.XXXX.XXXX.XXXXX.X.X,15,10,15,10,5,0.75,0.5,0.25
Wormholes,56,7,20,1,1,True,0.25,.X.XXXX.....X.X.XX..,9,9,9,10,-1,0.45,0.5,-0.05
Wormholes,56,8,20,1,1,True,0.25,X.....XX.X.XXX.XX.XX,11,9,11,10,1,0.55,0.5,0.05
Wormholes,56,9,20,1,1,True,0.25,XX.X.XX.......X.X.X.,8,8,8,10,-2,0.4,0.5,-0.1
Wormholes,56,10,20,1,1,True,0.25,.XX.XXX.X.XXX..X.X.X,12,6,12,10,2,0.6,0.5,0.1
Wormholes,56,11,20,1,1,True,0.25,.....X.X.X..XXXXXXX.,10,11,10,10,0,0.5,0.5,0
Wormholes,56,12,20,1,1,True,0.25,X...X...X..XXXX.X.XX,10,9,10,10,0,0.5,0.5,0
Wormholes,56,13,20,1,1,True,0.25,X.X....X.XX.XXX.X.X.,10,6,10,10,0,0.5,0.5,0
Wormholes,56,14,20,1,1,True,0.25,X.X..XX.X.XX.X..X..X,10,5,10,10,0,0.5,0.5,0
Wormholes,56,15,20,1,1,True,0.25,X.XXXXXX....XX.X.XXX,13,11,13,10,3,0.65,0.5,0.15
